Class,Precision,Recall,F1 Score
MH,0.6307692307692307,0.6307692307692307,0.6307692307692307
VI,0.6071428571428571,0.6098654708520179,0.6085011185682326
GE,0.6802325581395349,0.582089552238806,0.6273458445040215
S,0.6538461538461539,0.6296296296296297,0.6415094339622641
TM,0.8138461538461539,0.8357030015797788,0.8246297739672642
BI,0.801762114537445,0.8253968253968254,0.8134078212290503
