Class,Precision,Recall,F1 Score
MH,0.45918367346938777,0.6923076923076923,0.5521472392638037
VI,0.49415204678362573,0.757847533632287,0.5982300884955752
GE,0.4778156996587031,0.7,0.5679513184584178
S,0.8,0.4444444444444444,0.5714285714285714
TM,0.9030303030303031,0.7061611374407583,0.7925531914893617
BI,0.8523676880222841,0.6923076923076923,0.7640449438202247
